"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Weight Loss Outcomes","Cardiovascular Outcomes","Adverse Events"
"A real-world data analysis of tirzepatide in the FDA adverse event reporting system (FAERS) database","https://scispace.com/paper/a-real-world-data-analysis-of-tirzepatide-in-the-fda-adverse-4i54hwut6e","2024","Journal Article","Frontiers in Pharmacology","Liyuan Liu","10.3389/fphar.2024.1397029","https://scispace.compdf/a-real-world-data-analysis-of-tirzepatide-in-the-fda-adverse-4i54hwut6e.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Analyzes tirzepatide adverse event reports from FAERS, identifying expected and novel safety signals, but does not address weight loss outcomes, cardiovascular results, or SURMOUNT trials.","Background Tirzepatide, a glucose-dependent insulinotropic polypeptide (GIP) receptor and glucagon-like peptide-1 (GLP-1) receptor agonist, is indicated for chronic weight management in adults with obesity or overweight as an adjunct to a reduced-calorie diet and increased physical activity. However, the safety profile of Tirzepatide-associated adverse events requires comprehensive evaluation. Methods The AE reports from the first quarter of 2022 to the third quarter of 2023 were selected by exploring the FDA Adverse Event Reporting System (FAERS) database. The new and unexpected potenial AE signals were detected using the disproportionality analysis, including reporting odds ratio(ROR), the proportional reporting ratio (PRR) the Bayesian confidence propagation neural network (BCPNN) and the empirical Bayes geometric mean(EBGM). Then the MedDRA was used to systematically classify the results. Results A total of 1,904,481 case reports were obtained from 2022Q2 to 2023Q3. Forty-sixth tirzepatide-induced ADRs at the preferred terms (PTs) level are associated with 8 system organ class In addition, this study uncovered multiple anticipated ADRs, such as gastrooesophageal reflux disease, dyspepsia, and vomiting, in line with the drug labels. Moreover, unexpected and significant ADRs at PTs level, such as incorrect dose administered, injection site haemorrhage, and increased appetite, were discovered and linked to Injury, poisoning, and procedural complications, General disorders and administration site conditions, and Metabolism and nutrition disorders at the System Organ Class level. Conclusion This study offered new perspectives on the monitoring, surveillance, and management of adverse drug reactions related to tirzepatide. The outcomes of severe adverse events and their respective detection signals, along with unexpected significant adverse event signals, are important to consider in efforts to enhance clinical medication safety when using tirzepatide. ","","",""
"Tirzepatide Reduced Significantly the Body Weight in Obese Patients","https://scispace.com/paper/tirzepatide-reduced-significantly-the-body-weight-in-obese-gneok638","2022","Journal Article","Current research in diabetes & obesity journal","László Gerő","10.19080/crdoj.2022.16.555930","https://scispace.com/pdf/tirzepatide-reduced-significantly-the-body-weight-in-obese-gneok638.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses tirzepatide to significantly reduce body weight in obese patients; does not address cardiovascular outcomes, adverse events, or SURMOUNT trial data.","","","",""
"Comparison of tirzepatide and dulaglutide on major adverse cardiovascular events in participants with type 2 diabetes and atherosclerotic cardiovascular …","https://scispace.com/paper/G4BUCGlvcBsJ","","","","SJ Nicholls
DL Bhatt
JB Buse
S Del Prato","","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares tirzepatide and dulaglutide on major adverse cardiovascular events; does not address weight loss, adverse events, or SURMOUNT trial details.","","","",""
"Tirzepatide Reduces LV Mass and Paracardiac Adipose Tissue in Obesity-Related Heart Failure: SUMMIT CMR Substudy.","https://scispace.com/paper/39566869","2025","Journal Article","Journal of the American College of Cardiology","Kramer
Borlaug
Zile
Ruff
DiMaria
Menon
Ou
Zarante
Hurt
Murakami
Packer","10.1016/j.jacc.2024.11.001","","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows tirzepatide lowers LV mass and paracardiac fat in obesity‑related HF, but does not address weight loss, adverse events, or SURMOUNT trials.","Obesity is a known risk factor for heart failure with preserved ejection fraction (HFpEF) and is considered a distinct phenotype with more concentric remodeling. Epicardial adipose tissue (EAT) is also increased in obesity-related HFpEF and is associated with adverse events.","","",""
"Orforglipron for maintenance of body weight reduction: the double-blind, randomized phase 3b ATTAIN-MAINTAIN trial.","https://scispace.com/paper/42120723","2026","Journal Article","Nature medicine","Aronne
Horn
le Roux
Chao
Ho
Halpern
Griffin
Xie
Valderas
Lee
Ribeiro
Hyman
Glass
Xavier","10.1038/s41591-026-04386-7","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13375559/pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** References the SURMOUNT‑5 tirzepatide trial as prior therapy, but provides no direct tirzepatide weight‑loss, cardiovascular outcome, or adverse‑event data; focuses on orforglipron maintenance.","Incretins have improved the management of obesity and its related complications, but maintaining these health benefits requires ongoing administration, which can be challenging. Orforglipron, a once-daily oral nonpeptide glucagon-like peptide-1 (GLP-1) receptor agonist, has demonstrated weight loss efficacy, improvements in cardiometabolic risk factors, and safety generally similar to injectable GLP-1 receptor agonists. Here this double-blind, placebo-controlled trial randomized participants previously treated with tirzepatide (cohort 1: N = 205) or semaglutide (cohort 2: N = 171) during the SURMOUNT-5 study to orforglipron once daily or placebo. Cohort 1 participants who achieved body weight plateau maintained a model-based estimate (MBE) of 74.7% (s.e.m. 4.05) of body weight reduction with orforglipron compared with an MBE of 49.2% (s.e.m. 3.92) with placebo, resulting in an estimated treatment difference of MBE 25.5% (95% confidence interval 14.5 to 36.5); P < 0.001; treatment-regimen estimand) at week 52. Cohort 2 participants who achieved body weight plateau maintained an MBE of 79.3% (s.e.m. 4.42) of body weight reduction with orforglipron compared with an MBE of 37.6% (s.e.m. 7.46) with placebo, resulting in an estimated treatment difference of MBE 41.7 (95% confidence interval 24.4 to 59.0); P < 0.001; treatment-regimen estimand) at week 52. All key secondary endpoints were met. The most common adverse events were gastrointestinal effects, which were mostly mild to moderate in severity. These data demonstrate orforglipron's potential as a globally scalable option for minimizing weight changes after injectable therapy. Trial limitations include the absence of a comparator arm involving continued use of injectable obesity-management medications and the trial's 1-year duration. ClinicalTrials.gov registration: NCT06584916 .","","",""
"New therapies for obesity.","https://scispace.com/paper/new-therapies-for-obesity-1j0feh07","2022","Journal Article","Cardiovascular Research","Dimitris Papamargaritis
Carel W. le Roux
Jens J. Holst
Melanie J. Davies","10.1093/cvr/cvac176","https://scispace.com/pdf/new-therapies-for-obesity-1j0feh07.pdf","- **Relevance Score:** 40/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses tirzepatide and its weight‑loss effects, but lacks cardiovascular outcomes, adverse‑event data, and any mention of SURMOUNT trials.","Obesity is a chronic disease associated with serious complications and increased mortality. Weight loss through lifestyle changes results in modest weight loss long-term possibly due to compensatory biological adaptations (increased appetite and reduced energy expenditure) promoting weight gain. Bariatric surgery was until recently the only intervention that consistently resulted in ≥ 15% weight loss and maintenance. Our better understanding of the endocrine regulation of appetite has led to the development of new medications over the last decade for treatment of obesity with main target the reduction of appetite. The efficacy of semaglutide 2.4 mg/week - the latest glucagon like peptide-1 (GLP-1) receptor analogue - on weight loss for people with obesity suggests that we are entering a new era in obesity pharmacotherapy where ≥15% weight loss is feasible. Moreover, the weight loss achieved with the dual agonist tirzepatide (GLP-1/glucose-dependent insulinotropic polypeptide) for people with type 2 diabetes and most recently also obesity, indicate that combining the GLP-1 with other gut hormones may lead to additional weight loss compared to GLP-1 receptor analogues alone and in the future, multi-agonist molecules may offer the potential to bridge further the efficacy gap between bariatric surgery and the currently available pharmacotherapies. This article provides a review of the currently available interventions for weight loss and weight maintenance with a focus on pharmacological therapies for obesity approved over the last decade, as well as the emerging development of new obesity pharmacotherapies.","","",""
"Cardiovascular outcomes trials for weight loss interventions: another tool for cardiovascular prevention?","https://scispace.com/paper/cardiovascular-outcomes-trials-for-weight-loss-interventions-3o5478g1we","2021","Journal Article","Circulation","Ian J. Neeland
Darren K. McGuire
Naveed Sattar","10.1161/CIRCULATIONAHA.121.056742","https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.121.056742","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Compares tirzepatide to semaglutide, noting lower dose used for weight loss; lacks clear cardiovascular outcomes, adverse event details, or SURMOUNT trial mention.","","","",""
"Tirzepatide 5, 10 and 15 mg versus injectable semaglutide 0.5 mg for the treatment of type 2 diabetes: An adjusted indirect treatment comparison.","https://scispace.com/paper/38777128","2024","Journal Article","Diabetes research and clinical practice","Osumili
Fan
Paik
Pantalone
Ranta
Sapin
Tofé","10.1016/j.diabres.2024.111717","","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Compares tirzepatide efficacy and safety to semaglutide for type 2 diabetes; does not detail weight loss, cardiovascular results, or SURMOUNT trials, and only broadly mentions safety without specific adverse event data.","To compare the efficacy and safety of tirzepatide 5, 10 and 15 mg with subcutaneous semaglutide 0.5 mg as second-line treatment for adults with type 2 diabetes mellitus, after metformin monotherapy, using adjusted indirect treatment comparisons (aITCs).","","",""
"Tirzepatide in Adults With Type 1 Diabetes: A Phase 2 Randomized Placebo-Controlled Clinical Trial.","https://scispace.com/paper/41264593","2026","Journal Article","Diabetes care","Snaith
Frampton
Samocha-Bonet
Greenfield","10.2337/dc25-2379","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12719702/pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses tirzepatide in a phase‑2 T1D trial but provides no weight‑loss data, cardiovascular outcomes, adverse‑event details, or reference to SURMOUNT studies.","Overweight and obesity are prevalent in type 1 diabetes and contribute to cardiovascular risk. Tirzepatide, a gastric inhibitory polypeptide and glucagon-like peptide 1 receptor coagonist, has not been studied in type 1 diabetes.","","",""
"Tirzepatide for the Treatment of Obstructive Sleep Apnea and Obesity.","https://scispace.com/paper/38912654","2024","Journal Article","The New England journal of medicine","Malhotra
Grunstein
Fietze
Weaver
Redline
Azarbarzin
Sands
Schwab
Dunn
Chakladar
Bunck
Bednarik","10.1056/NEJMoa2404881","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11598664/pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions tirzepatide as a potential treatment for obstructive sleep apnea, but provides no details on weight loss, cardiovascular outcomes, adverse events, or SURMOUNT trials.","Obstructive sleep apnea is characterized by disordered breathing during sleep and is associated with major cardiovascular complications; excess adiposity is an etiologic risk factor. Tirzepatide may be a potential treatment.","","",""
"Tirzepatide as Compared with Semaglutide for the Treatment of Obesity.","https://scispace.com/paper/40353578","2025","Journal Article","The New England journal of medicine","Aronne
Horn
le Roux
Ho
Falcon
Gomez Valderas
Das
Lee
Glass
Senyucel
Dunn","10.1056/NEJMoa2416394","","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses tirzepide versus semaglutide for obesity treatment; does not address weight loss outcomes, cardiovascular results, adverse events, or SURMOUNT trials.","Tirzepatide and semaglutide are highly effective medications for obesity management. The efficacy and safety of tirzepatide as compared with semaglutide in adults with obesity but without type 2 diabetes is unknown.","","",""
