"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","CNN Architecture and Performance Metrics"
"Deep learning in automatic diabetic retinopathy detection and grading systems: a comprehensive survey and comparison of methods","https://scispace.com/paper/deep-learning-in-automatic-diabetic-retinopathy-detection-264v859two","2024","Journal Article","IEEE Access","Israa Y. AbuShawish
Sudipta Modak
Esam Abdel‐Raheem
Soliman A. Mahmoud
Abir Hussain","10.1109/access.2024.3415617","https://uwindsor.scholaris.ca/bitstreams/39060c79-ffcc-4c78-b781-58e33d8f457e/download","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Evaluates 26 pre-trained CNN architectures for diabetic retinopathy detection using the Kaggle DRR dataset. Retinal fundus images are implied by the domain but not explicitly described as the input.","Diabetic Retinopathy is one of the leading global causes of vision impairment and blindness in humans. It has seen a rise in prevalence, necessitating the development of advanced automatic detection methods. This paper presents a survey of the evolution in deep learning techniques for diabetic retinopathy detection, emphasizing the transition from traditional machine learning to sophisticated deep learning architectures such as convolutional neural networks. It discusses the role of transfer learning, end-to-end learning, and hybrid models in overcoming medical detection challenges while highlighting the need for artificial intelligence interpretability and real-time screening integration in clinical workflows. Building on this survey, the paper introduces a focused study on cross-dataset deployment of transfer learning for diabetic retinopathy detection and grading. Consequently, this paper evaluates 26 pre-trained models from various convolutional neural network families to provide a comprehensive comparison between the state-of-the-art CNN architectures in the field. Additionally, this study also employs Grad-CAM visualization to interpret the model’s decision-making, bridging advanced artificial intelligence techniques with practical healthcare applications for diabetic retinopathy.",""
"Explainable Diabetic Retinopathy using EfficientNET","https://scispace.com/paper/33018388","2020","Journal Article","Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference","Chetoui
Akhloufi","10.1109/EMBC44109.2020.9175664","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses EfficientNet to detect diabetic retinopathy on EyePACS and APTOS 2019 datasets. Retinal images are implied by the task but not explicitly described. Reports AUC, missing sensitivity/specificity.","Diabetic retinopathy (DR) is a medical condition due to diabetes mellitus that can damage the patient retina and cause blood leaks. This condition can cause different symptoms from mild vision problems to complete blindness if it is not timely treated. In this work, we propose the use of a deep learning architecture based on a recent convolutional neural network called EfficientNet to detect referable diabetic retinopathy (RDR) and vision-threatening DR. Tests were conducted on two public datasets, EyePACS and APTOS 2019. The obtained results achieve state-of-the-art performance and show that the proposed network leads to higher classification rates, achieving an Area Under Curve (AUC) of 0.984 for RDR and 0.990 for vision-threatening DR on EyePACS dataset. Similar performances are obtained for APTOS 2019 dataset with an AUC of 0.966 and 0.998 for referable and vision-threatening DR, respectively. An explainability algorithm was also developed and shows the efficiency of the proposed approach in detecting DR signs.",""
"A deep learning system for predicting time to progression of diabetic retinopathy.","https://scispace.com/paper/38177850","2024","Journal Article","Nature medicine","Dai
Sheng
Chen
Wu
Liu
Cai
Wu
Yang
Hamzah
Liu
Wang
Guan
Yu
Li
Tang
Ran
Che
Chen
Zheng
Shu
Huang
Wu
Lin
Liu
Li
Wang
Meng
Shen
Hou
Deng
Ruan
Lu
Chee
Quek
Srinivasan
Raman
Sun
Wang
Wu
Jin
Dai
Shen
Yang
Guo
Zhang
Cheung
Tan
Tham
Cheng
Li
Wong
Jia","10.1038/s41591-023-02702-z","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10878973/pdf","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses DeepDR Plus to predict time to diabetic retinopathy progression from fundus images. It lacks explicit mention of CNN architecture and specific sensitivity/specificity metrics, reporting C-index and Brier scores.","Diabetic retinopathy (DR) is the leading cause of preventable blindness worldwide. The risk of DR progression is highly variable among different individuals, making it difficult to predict risk and personalize screening intervals. We developed and validated a deep learning system (DeepDR Plus) to predict time to DR progression within 5 years solely from fundus images. First, we used 717,308 fundus images from 179,327 participants with diabetes to pretrain the system. Subsequently, we trained and validated the system with a multiethnic dataset comprising 118,868 images from 29,868 participants with diabetes. For predicting time to DR progression, the system achieved concordance indexes of 0.754-0.846 and integrated Brier scores of 0.153-0.241 for all times up to 5 years. Furthermore, we validated the system in real-world cohorts of participants with diabetes. The integration with clinical workflow could potentially extend the mean screening interval from 12 months to 31.97 months, and the percentage of participants recommended to be screened at 1-5 years was 30.62%, 20.00%, 19.63%, 11.85% and 17.89%, respectively, while delayed detection of progression to vision-threatening DR was 0.18%. Altogether, the DeepDR Plus system could predict individualized risk and time to DR progression over 5 years, potentially allowing personalized screening intervals.",""
"Enhancing Diabetic Retinopathy Prediction Using Transformer-based Attention in Hybrid CNN Models","https://scispace.com/paper/enhancing-diabetic-retinopathy-prediction-using-transformer-6kad90sqxibb","2025","Journal Article","","Aditi Verma
Sanket Agrawal
Shreyans Jain
S Kanthimathi","10.21203/rs.3.rs-6552005/v1","https://scispace.compdf/enhancing-diabetic-retinopathy-prediction-using-transformer-6kad90sqxibb.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses an ensemble of CNNs (InceptionV3, DenseNet121, VGG16, MobileNetV2, ResNet50) with transformer-based attention to detect diabetic retinopathy. Retinal fundus images are implied but not explicitly named as the input.","<title>Abstract</title> Diabetic retinopathy (DR) is one of the major causes of blindness across the globe and hence its early and accurate detection is required to avoid drastic vision loss. In this study, we introduce a hybrid learning method that utilizes the combination of deep learning models with transformer-based attention mechanisms to make improved predictions for diabetic retinopathy. Our approach utilizes an ensemble of pre-trained models including InceptionV3, DenseNet121, VGG16, MobileNetV2, and ResNet50, which are individually renowned for their robust feature extraction ability. By incorporating self-attention and multi-head attention mechanisms with the hybrid models, we try to enhance feature representation and obtain increased classification accuracy. Our experimental findings indicate that such hybrid architectures are able to learn intricate retinal patterns and improve model performance compared to individual architectures. Surprisingly, the integration of ResNet50 and DenseNet121 with a transformer-based attention mechanism provided the most stable accuracy and robust results. This paper demonstrates the potential of hybrid deep learning models with the inclusion of attention mechanisms as a viable solution for enhanced diabetic retinopathy diagnosis. Our findings promote the advancement of sophisticated automatic medical image analysis techniques and improve clinical decision support systems for retinal disease detection. ",""
"MCCNet: Multi-Scale Context Cross-Attention Network for Diabetic Retinopathy classification","https://scispace.com/paper/mccnet-multi-scale-context-cross-attention-network-for-7embo64h4uxv","2025","Proceedings Article","","Yicong Shu
Lan Pu","10.1145/3719276.3725194","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses MCCNet, a CNN-based architecture with cross-attention, for DR classification. Mentions APTOS-2019 and Messidor-2 datasets, but lacks explicit mention of retinal fundus images or specific performance metrics like AUC.","Diabetic retinopathy (DR) is a complication of diabetes. Deep learning techniques play an important role in the automatic grading of DR. However, the significant morphological differences and diverse types of lesions in DR images often lead to the neglect of the dependencies between lesions, which can significantly affect the final grading results. Additionally, traditional convolutional neural networks (CNNs) often lose contextual and discriminative information during feature extraction. To address this issue, this paper proposes a Multi-Scale Contextual Cross-Attention Network (MCCNet) for DR classification. The network includes residual blocks, a Global Context Module (GCM), a Context Attention Fusion Module (CAFM), and a Multi-Scale Feature Module (MSFM). First, the residual blocks and GCM extract lesion features while considering the global contextual information of the lesions. Then, the CAFM fuses global and multi-scale contextual information through a cross-attention mechanism to reduce information loss during the convolution process. Finally, the MSFM learns the dependencies between different lesions through dilated convolutions. DR grading is performed through a classifier. Experimental results show that the proposed method achieves accuracies of 88.93% and 96.04% on the APTOS-2019 and Messidor-2 datasets, respectively, outperforming other methods.",""
"Attentional Mechanisms and Improved Residual Networks for Diabetic Retinopathy Severity Classification","https://scispace.com/paper/attentional-mechanisms-and-improved-residual-networks-for-1xsaren8","2022","Journal Article","Journal of Healthcare Engineering","Juan Cao
Jiaran Chen
Xinying Zhang
Qifeng Yan
Yitian Zhao","10.1155/2022/9585344","https://scispace.com/pdf/attentional-mechanisms-and-improved-residual-networks-for-1xsaren8.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a modified ResNet CNN to classify diabetic retinopathy severity. Retinal fundus images are implied but not explicitly named. Reports accuracy, F1, and kappa, but lacks AUC/sensitivity/specificity.","Diabetic retinopathy is a main cause of blindness in diabetic patients; therefore, detection and treatment of diabetic retinopathy at an early stage has an important effect on delaying and avoiding vision loss. In this paper, we propose a feasible solution for diabetic retinopathy classification using ResNet as the backbone network. By modifying the structure of the residual blocks and improving the downsampling level, we can increase the feature information of the hidden layer feature maps. In addition, attention mechanism is utilized to enhance the feature extraction effect. The experimental results show that the proposed model can effectively detect and classify diabetic retinopathy and achieve better results than the original model.",""
"Personalized Medicine and Explainable AI for Diabetic Retinopathy and Tongue Segmentation: A Systematic Review of Current Approaches and Future Directions","https://scispace.com/paper/personalized-medicine-and-explainable-ai-for-diabetic-kkcro0xv4p","2023","Repository","","Rawaa Hamza Ali
Ashwaq Katham Mtasher","10.5281/zenodo.8160213","https://scispace.compdf/personalized-medicine-and-explainable-ai-for-diabetic-kkcro0xv4p.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses CNNs (e.g., U-Net) for diabetic retinopathy detection; mentions IDRID and Kaggle datasets. Retinal fundus images are implied by the context but not explicitly named as the input.","",""
"Detecting severity of Diabetic Retinopathy from fundus images: A transformer network-based review","https://scispace.com/paper/detecting-severity-of-diabetic-retinopathy-from-fundus-35x0un9vm7","2024","Journal Article","Neurocomputing","Tejas Karkera
Chandranath Adak
Sreya Chattopadhyay
Muhammad Saqib","10.1016/j.neucom.2024.127991","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses transformer-based models on the APTOS-2019 fundus image dataset to detect DR severity; mentions CNNs only as existing literature rather than the primary focus of the study.","Diabetic Retinopathy (DR) is considered one of the significant concerns worldwide, primarily due to its impact on causing vision loss among most people with diabetes. The severity of DR is typically comprehended manually by ophthalmologists from fundus photography-based retina images. This paper deals with an automated understanding of the severity stages of DR. In the literature, researchers have focused on this automation using traditional machine learning-based algorithms and convolutional architectures. However, the past works hardly focused on essential parts of the retinal image to improve the model performance. In this study, we adopt and fine-tune transformer-based learning models to capture the crucial features of retinal images for a more nuanced understanding of DR severity. Additionally, we explore the effectiveness of image transformers to infer the degree of DR severity from fundus photographs. For experiments, we utilized the publicly available APTOS-2019 blindness detection dataset, where the performances of the transformer-based models were quite encouraging. ",""
"XDR-LVLM: An Explainable Vision-Language Large Model for Diabetic Retinopathy Diagnosis","https://scispace.com/paper/xdr-lvlm-an-explainable-vision-language-large-model-for-f1x6tozg0mqq","2025","Journal Article","arXiv.org","Masato Ito
Kaito Tanaka
Keisuke Matsuda
Aya Nakayama","10.48550/arxiv.2508.15168","https://scispace.compdf/xdr-lvlm-an-explainable-vision-language-large-model-for-f1x6tozg0mqq.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses an LVLM framework for DR diagnosis on fundus images. It mentions deep learning generally but does not explicitly detail the use or comparison of CNN architectures.","Diabetic Retinopathy (DR) is a major cause of global blindness, necessitating early and accurate diagnosis. While deep learning models have shown promise in DR detection, their black-box nature often hinders clinical adoption due to a lack of transparency and interpretability. To address this, we propose XDR-LVLM (eXplainable Diabetic Retinopathy Diagnosis with LVLM), a novel framework that leverages Vision-Language Large Models (LVLMs) for high-precision DR diagnosis coupled with natural language-based explanations. XDR-LVLM integrates a specialized Medical Vision Encoder, an LVLM Core, and employs Multi-task Prompt Engineering and Multi-stage Fine-tuning to deeply understand pathological features within fundus images and generate comprehensive diagnostic reports. These reports explicitly include DR severity grading, identification of key pathological concepts (e.g., hemorrhages, exudates, microaneurysms), and detailed explanations linking observed features to the diagnosis. Extensive experiments on the Diabetic Retinopathy (DDR) dataset demonstrate that XDR-LVLM achieves state-of-the-art performance, with a Balanced Accuracy of 84.55% and an F1 Score of 79.92% for disease diagnosis, and superior results for concept detection (77.95% BACC, 66.88% F1). Furthermore, human evaluations confirm the high fluency, accuracy, and clinical utility of the generated explanations, showcasing XDR-LVLM's ability to bridge the gap between automated diagnosis and clinical needs by providing robust and interpretable insights.",""
"""Fundus Image Dataset for Five-Stage Diabetic Retinopathy Classification""","https://scispace.com/paper/fundus-image-dataset-for-five-stage-diabetic-retinopathy-0urt7o89uc4j","2026","Journal Article","","mohamed TOUATI","10.21227/ac1z-j230","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Provides a curated dataset of 6,399 retinal fundus images for DR classification. Mentions CNNs as suitable for the data but does not implement or evaluate a specific model.","""Diabetic retinopathy (DR) is a leading cause of vision impairment worldwide, and accurate automated detection is critical for early intervention. We present a curated dataset of 6,399 retinal fundus images labeled across five DR severity levels: No DR (2,805 images), Mild (740), Moderate (1,898), Proliferative Mild (590), and Severe (366). The dataset captures diverse retinal features and class imbalances typical of real-world clinical scenarios, making it suitable for training and evaluating deep learning models, including convolutional neural networks (CNNs) and vision transformers (ViTs). Extensive annotations and standardized labeling provide a benchmark for research on multi-class DR classification, automated diagnosis, and AI-driven ophthalmic studies. This dataset is intended to facilitate reproducible research and promote the development of robust, clinically relevant DR detection models."" ",""
"Enhanced Recognition system for Diabetic Retinopathy using Machine Learning with Deep Learning Approach","https://scispace.com/paper/enhanced-recognition-system-for-diabetic-retinopathy-using-30wijqjn","2023","Journal Article","","","10.47750/jptcp.2023.30.11.047","https://scispace.com/pdf/enhanced-recognition-system-for-diabetic-retinopathy-using-30wijqjn.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses CNN and SVM to classify diabetic retinopathy from a Kaggle dataset. Retinal fundus images are implied by the context of DR detection but not explicitly described.","Diabetic is the primary main reasons for Diabetic Retinopathy (DR). If Diabetic Retinopathy is untreated for long term, then it leads to total eye blindness. Now days, prevention of DR is a major challenging task, and moreover it reduces the overall risk of eye blindness. Machine learning and Deep learning is valuable methods to identifying and aiding DR diagnosis. In this paper, new method is proposed by Machine learning and Deep learning technique. In this proposed system, Kaggle dataset is used for training and testing. Totally 3662 images, in which the 2744 images is used to train and remaining 546 images are used to test the model. This system involves classifying using Convolution Neural Network (CNN), Support Vector Machines (SVM). The simulated results are obtained for the classifiers and its outputs are shown in the paper. From the result, it is found that, the CNN Classifier performs well in term of accuracy to detect diabetic retinopathy, compared with the SVM classifier.",""
"Optimized deep learning approach for efficient diabetic retinopathy classification combining vgg16-cnn","https://scispace.com/paper/optimized-deep-learning-approach-for-efficient-diabetic-2wl4llzqno","","Journal Article","","Heba M. El-Hoseny
Heba F. Elsepae
Wael A. Mohamed
Ayman S. Selmy","10.32604/cmc.2023.042107","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses VGG-16 CNN for diabetic retinopathy classification, reporting accuracy, precision, recall, and AUC. Retinal images are implied by the context of DR, but not explicitly described as fundus.","Diabetic retinopathy is a critical eye condition that, if not treated, can lead to vision loss.Traditional methods of diagnosing and treating the disease are time-consuming and expensive.However, machine learning and deep transfer learning (DTL) techniques have shown promise in medical applications, including detecting, classifying, and segmenting diabetic retinopathy.These advanced techniques offer higher accuracy and performance.Computer-Aided Diagnosis (CAD) is crucial in speeding up classification and providing accurate disease diagnoses.Overall, these technological advancements hold great potential for improving the management of diabetic retinopathy.The study's objective was to differentiate between different classes of diabetes and verify the model's capability to distinguish between these classes.The robustness of the model was evaluated using other metrics such as accuracy (ACC), precision (PRE), recall (REC), and area under the curve (AUC).In this particular study, the researchers utilized data cleansing techniques, transfer learning (TL), and convolutional neural network (CNN) methods to effectively identify and categorize the various diseases associated with diabetic retinopathy (DR).They employed the VGG-16CNN model, incorporating intelligent parameters that enhanced its robustness.The outcomes surpassed the results obtained by the auto enhancement (AE) filter, which had an ACC of over 98%.The manuscript provides visual aids such as graphs, tables, and techniques and frameworks to enhance understanding.This study highlights the significance of optimized deep TL in improving the metrics of the classification of the four separate classes of DR.The manuscript emphasizes the importance of using the VGG16CNN classification technique in this context. ",""
"General deep learning model for detecting diabetic retinopathy","https://scispace.com/paper/general-deep-learning-model-for-detecting-diabetic-2bxe5bk4jz","2021","Journal Article","BMC Bioinformatics","Ping-Nan Chen
Chia-Chiang Lee
Chang-Min Liang
Shu-I Pao
Ke-Hao Huang
Ke-Feng Lin
Ke-Feng Lin","10.1186/S12859-021-04005-X","https://link.springer.com/content/pdf/10.1186/s12859-021-04005-x.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a two-stage training model to detect diabetic retinopathy in retinal ophthalmoscopy images; fails to explicitly name CNN architecture or report sensitivity, specificity, and AUC metrics.","Doctors can detect symptoms of diabetic retinopathy (DR) early by using retinal ophthalmoscopy, and they can improve diagnostic efficiency with the assistance of deep learning to select treatments and support personnel workflow. Conventionally, most deep learning methods for DR diagnosis categorize retinal ophthalmoscopy images into training and validation data sets according to the 80/20 rule, and they use the synthetic minority oversampling technique (SMOTE) in data processing (e.g., rotating, scaling, and translating training images) to increase the number of training samples. Oversampling training may lead to overfitting of the training model. Therefore, untrained or unverified images can yield erroneous predictions. Although the accuracy of prediction results is 90%–99%, this overfitting of training data may distort training module variables. This study uses a 2-stage training method to solve the overfitting problem. In the training phase, to build the model, the Learning module 1 used to identify the DR and no-DR. The Learning module 2 on SMOTE synthetic datasets to identify the mild-NPDR, moderate NPDR, severe NPDR and proliferative DR classification. These two modules also used early stopping and data dividing methods to reduce overfitting by oversampling. In the test phase, we use the DIARETDB0, DIARETDB1, eOphtha, MESSIDOR, and DRIVE datasets to evaluate the performance of the training network. The prediction accuracy achieved to 85.38%, 84.27%, 85.75%, 86.73%, and 92.5%. Based on the experiment, a general deep learning model for detecting DR was developed, and it could be used with all DR databases. We provided a simple method of addressing the imbalance of DR databases, and this method can be used with other medical images.",""
"Innovative approach for diabetic retinopathy severity classification: An ai-powered tool using CNN-transformer fusion","https://scispace.com/paper/innovative-approach-for-diabetic-retinopathy-severity-fmmx599b7zj2","","Journal Article","Journal of biomedical physics & engineering","K Rezaee
F Farnami","10.31661/jbpe.v0i0.2408-1811","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a CNN-transformer fusion model to classify diabetic retinopathy severity. While it mentions AUC, sensitivity, and specificity, it lacks explicit details on retinal fundus image usage or datasets.","",""
"Deep Learning-Based Prediction of Diabetic Retinopathy Using CLAHE and ESRGAN for Enhancement.","https://scispace.com/paper/36981520","2023","Journal Article","Healthcare (Basel, Switzerland)","Alwakid
Gouda
Humayun","10.3390/healthcare11060863","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10048517/pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Inception-V3 CNN to detect diabetic retinopathy stages. Uses APTOS dataset. Retinal fundus images are implied by the context of DR, but not explicitly named in the text.","Vision loss can be avoided if diabetic retinopathy (DR) is diagnosed and treated promptly. The main five DR stages are none, moderate, mild, proliferate, and severe. In this study, a deep learning (DL) model is presented that diagnoses all five stages of DR with more accuracy than previous methods. The suggested method presents two scenarios: case 1 with image enhancement using a contrast limited adaptive histogram equalization (CLAHE) filtering algorithm in conjunction with an enhanced super-resolution generative adversarial network (ESRGAN), and case 2 without image enhancement. Augmentation techniques were then performed to generate a balanced dataset utilizing the same parameters for both cases. Using Inception-V3 applied to the Asia Pacific Tele-Ophthalmology Society (APTOS) datasets, the developed model achieved an accuracy of 98.7% for case 1 and 80.87% for case 2, which is greater than existing methods for detecting the five stages of DR. It was demonstrated that using CLAHE and ESRGAN improves a model's performance and learning ability.",""
"Editorial: Intelligent Recognition and Detection in Neuroimaging","https://scispace.com/paper/editorial-intelligent-recognition-and-detection-in-3bv98db7","2022","Journal Article","Frontiers in neuroscience","Martin Lefebvre","10.3389/fnins.2022.943180","https://scispace.com/pdf/editorial-intelligent-recognition-and-detection-in-3bv98db7.pdf","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses an ensemble of CNNs (Inception V3, InceptionResNet V2, Xception, ResNeXt101, NASNetLarge) to detect diabetic retinopathy. Retinal images are mentioned, but specific fundus image usage is not explicitly detailed.","EDITORIAL article Front. Neurosci., 05 July 2022Sec. Brain Imaging Methods https://doi.org/10.3389/fnins.2022.943180 ",""
"A Harmonized Multi-Source Dataset with Baseline Deep Learning Validation for Staging Diabetic Retinopathy","https://scispace.com/paper/a-harmonized-multi-source-dataset-with-baseline-deep-q5y6t3fo1jyf","2026","Journal Article","International journal of mathematical, engineering and management sciences","Mukesh Delu
Priyanka Harjule
Rajesh Kumar
Kushal Gajjar","10.33889/ijmems.2026.11.1.007","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a harmonized multi-source dataset of retinal fundus images to train baseline deep learning models for DR staging, though specific CNN architectures and performance metrics are not detailed.","Accurate automated grading of diabetic retinopathy (DR) significantly depends on the quality of retinal fundus images. Inferior-quality pictures, resulting from inadequate lighting, motion blur, distortions, or incomplete retinal coverage, may obscure minor lesions and diminish the accuracy of model predictions. This study constructs a harmonized multi-source dataset using a multi-dimensional image quality assessment framework for multi-class DR staging. Retinal images are collected from IDRiD, Messidor-2, SUSTech-SYSU, APTOS 2019, DeepDRiD-v1.1, and Zenodo DR V03 datasets. The proposed pipeline includes preprocessing, image quality assessment using technical quality and medical relevance indicators, dataset-specific statistics, and adaptively thresholded using DR severity-aware percentiles derived from stratified samples with weighting to match diagnostic needs. Baseline deep learning models were trained for three hierarchical DR classification schemes to validate the dataset. Experimental results show that the quality-filtered merging of datasets improves model generalization accuracy by 3-7% compared to the normal merging of datasets. This work provides a benchmark dataset and baseline performance results to facilitate future research in DR staging and medical image classification.",""
"ADRS-Net: Automated Diabetic Retinopathy Screening Net.","https://scispace.com/paper/adrs-net-automated-diabetic-retinopathy-screening-net-bqmtbg2kdi12","","","","Yixuan Chen
Yui Lo
Lili Qu
Kai Zhang
Guoming Zhang
Chengming Yang
Lijing Jia
Yuhan Dong","10.1109/cisp-bmei53629.2021.9624352","","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses ADRS-Net to classify fundus images for diabetic retinopathy. Partial match on CNN as the architecture is described as a network, but explicit CNN terminology is absent.","Diabetic retinopathy is a prevalent diabetic complication that can cause blindness. Early screening and diagnosis of the eye can help reduce the chances of visual impairment. In this paper, we propose a computer aided diagnosis method for retinopathy evaluation referred to as Automated Diabetic Retinopathy Screening Net (ADRS-Net). This network is able to identify healthy and diabetic retinopathy fundus images. In addition, it is capable of identifying the different severity levels of diabetic retinopathy, from non-proliferative to proliferative diabetic retinopathy. The residual non-local attention mechanism integrated into the ADRS-Net is able to attend to informative regions that help the decision-making process, improve computation time efficiency, and reduce model complexity. We evaluated the model on a public dataset. The proposed model is able to outperform existing methods with a 98.5% accuracy to diagnose diabetic retinopathy and a Quadratic Weighted Kappa score of 90.5% to screen for the five different diabetic retinopathy severity levels in fundus images.",""
"Deep Learning AI for DR Microaneurysm Screening Based on Fundus Images","https://scispace.com/paper/deep-learning-ai-for-dr-microaneurysm-screening-based-on-4fkfv6c5w8tm","2024","Journal Article","Applied and Computational Engineering","Yunfei Qi","10.54254/2755-2721/97/20241465","https://scispace.compdf/deep-learning-ai-for-dr-microaneurysm-screening-based-on-4fkfv6c5w8tm.pdf","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Reviews deep learning methods for microaneurysm detection in fundus images; falls short on specific metrics, dataset details, and explicit CNN architecture comparisons despite discussing improvement measures.","Abstract. Since 2014, Artificial Intelligence (AI) image detection has developed rapidly in the medical field, while the global incidence of diabetes has increased rapidly. As an early sign of diabetic retinopathy (DR), the detection of diabetic microaneurysms is particularly important for the prevention and treatment of diabetes. Therefore, the artificial intelligence exhibition of DR microaneurysm screening based on fundus images shows great potential in this regard. This paper reviews the research progress of artificial intelligence technology for DR microangioma screening based on fundus images in recent years, and focuses on the improvement measures taken for different depth learning methods. These improvement measures aim to optimize model performance, improve training efficiency and enhance the generalization ability of the model. Some model experimental results are compared and analyzed in order to get the best model in a specific dataset or result. Finally, the current challenges are discussed and suggestions for the development of this field are put forward. ",""
"DiaNet: A deep learning based architecture to diagnose diabetes using retinal images only","https://scispace.com/paper/dianet-a-deep-learning-based-architecture-to-diagnose-55n4wko0h4","2021","Journal Article","IEEE Access","Mohammad Tariqul Islam
Hamada R. H. Al-Absi
Essam A. Ruagh
Tanvir Alam","10.1109/ACCESS.2021.3052477","https://ieeexplore.ieee.org/iel7/6287639/9312710/09328261.pdf","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses a multi-stage CNN to diagnose diabetes from retinal images. It mentions diabetic retinopathy detection in the snippet but focuses primarily on systemic diabetes diagnosis, not retinopathy screening.","Diabetes is one of the leading fatal diseases globally, putting a huge burden on the global healthcare system. Early diagnosis of diabetes is hence, of utmost importance and could save many lives. However, current techniques to determine whether a person has diabetes or has the risk of developing diabetes are primarily reliant upon clinical biomarkers. In this article, we propose a novel deep learning architecture to predict if a person has diabetes or not from a photograph of his/her retina. Using a relatively small-sized dataset, we develop a multi-stage convolutional neural network (CNN)-based model DiaNet that can reach an accuracy level of over 84% on this task, and in doing so, successfully identifies the regions on the retina images that contribute to its decision-making process, as corroborated by the medical experts in the field. This is the first study that highlights the distinguishing capability of the retinal images for diabetes patients in the Qatari population to the best of our knowledge. Comparing the performance of DiaNet against the existing clinical data-based machine learning models, we conclude that the retinal images contain sufficient information to distinguish the Qatari diabetes cohort from the control group. In addition, our study reveals that retinal images may contain prognosis markers for diabetes and other comorbidities like hypertension and ischemic heart disease. The results led us to believe that the inclusion of retinal images into the clinical setup for the diagnosis of diabetes is warranted in the near future.",""
"Automated diabetic retinopathy grading and screening using deep learning","https://scispace.com/paper/DCYH6-zGf8sJ","","","","AM Nashaat Ali Rady
MA Azim
A AbdelMoety","","https://link.springer.com/content/pdf/10.1186/s40942-026-00868-5_reference.pdf","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses CNN backbones for diabetic retinopathy screening. Retinal fundus images are implied by the domain but not explicitly mentioned; sensitivity and specificity are discussed without providing specific AUC values.","",""
