"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Weight Loss Outcomes","Cardiovascular Outcomes","Adverse Events"
"Effect of Weekly Subcutaneous Semaglutide vs Daily Liraglutide on Body Weight in Adults With Overweight or Obesity Without Diabetes: The STEP 8 Randomized Clinical Trial.","https://scispace.com/paper/35015037","2022","Journal Article","JAMA","Rubino
Greenway
Khalid
O'Neil
Rosenstock
Sørrig
Wadden
Wizert
Garvey","10.1001/jama.2021.23619","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8753508/pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Compares weekly semaglutide to daily liraglutide for body weight reduction in adults with obesity; no explicit percentage reduction reported.","Phase 3 trials have not compared semaglutide and liraglutide, glucagon-like peptide-1 analogues available for weight management.","","",""
"Real-world evidence on the utilization, clinical and comparative effectiveness, and adverse effects of newer GLP-1RA-based weight-loss therapies.","https://scispace.com/paper/40196933","2025","Journal Article","Diabetes, obesity & metabolism","Thomsen
Mailhac
Løhde
Pottegård","10.1111/dom.16364","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12000858/pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses semaglutide’s real‑world use and weight‑loss outcomes, comparing to trial results; does not provide explicit percentage body‑weight reduction data.","Glucagon-like peptide-1 receptor agonists (GLP-1RAs) have emerged as key agents for weight management, based on their marked efficacy as observed in randomized controlled trials. While still limited, real-world studies on GLP-1RA use in populations with obesity are increasingly available. This narrative review discusses contemporary real-world evidence demonstrating the utilization, clinical and comparative effectiveness, and adverse effects of the currently approved GLP-1RA-based weight-loss therapies, that is, liraglutide, semaglutide and tirzepatide. The observed weight reduction in clinical practice overall tends to be lower than in randomized controlled trials; however, outcomes approach those seen in trials when focusing on highly adherent patients. Real-world studies demonstrate high discontinuation rates of GLP-1RAs (20%-50%) within the first year, and the use of much lower doses than those evaluated in clinical trials. Evidence from observational studies within type 2 diabetes or obesity populations suggests frequent gastrointestinal disturbances in GLP-1RA users, as also observed in trials, but no clear increase in risks of severe events like pancreatitis or pancreatic cancer, thyroid disorders, or depression and self-harm. Further evidence is needed to understand possible real-world associations of GLP-1RAs with eye disease and other rare outcomes. We provide 10 areas of particular importance for further research on GLP-1RA within the real-world space, including improved understanding of the exact drivers of early discontinuation and suboptimal dosing, studies of the effects of stopping GLP-1RA treatment, and investigations of clinical and cost-effectiveness for hard clinical outcomes in real-world settings, including not only cardio-reno-metabolic outcomes but also obesity-induced diseases like neuropsychiatric disease, cancer, musculoskeletal disease, and infections. PLAIN LANGUAGE SUMMARY: Recent advancements in weight-loss medications have sparked a lot of interest. The so-called GLP-1 receptor agonist medications (GLP-1RAs) have gained a lot of attention, because they have shown to be very effective, leading to significant weight loss in patients participating in clinical trials. GLP-1RAs, like liraglutide, semaglutide, and tirzepatide, help manage weight by mimicking hormones that control blood sugar and appetite. However, how these medications perform in real life can be different from the controlled settings of clinical trials, in which patients are carefully selected and their treatment plans closely followed. This literature review looks at how these medications are used and their effectiveness and safety in real-world settings. In real-life practice, GLP-1RAs are often less effective than in clinical trial conditions. This is usually because patients don't follow their medication plans as strictly as in trials. Real-world data shows that many patients use lower doses and do not stick to their treatment as strictly as participants in a controlled trial might, leading to less weight loss. However, those who do follow their plans closely can achieve results similar to those in trials. A major issue with GLP-1RAs is that many patients stop using them within the first year due to side effects or high costs of the medications, especially if not covered by insurance. Common side effects include nausea and digestive problems, which are the main reasons patients stop taking these treatments. These side effects are often manageable and decrease over time, and this reviews found no strong real-world evidence that GLP-1RAs cause severe side effects in many users. Despite these challenges, when GLP-1RAs are used effectively and consistently, they show substantial benefits in weight loss, most so the newest medications semaglutide and tirzepatide. These medications are also likely to help manage and prevent weight-related health conditions like type 2 diabetes and cardiovascular disease, but evidence for these beneficial outcomes is still scarce in real-world settings. The review emphasizes the need for more research to understand why many patients stop using these medications and how to improve dosing. It also calls for studies on the long-term effects of these therapies on various health outcomes, including mental health, cardiometabolic health, cancer, and rare conditions like eye diseases. Overall, while GLP-1RAs are a valuable tool for weight management, their real-world use requires careful consideration of individual patient factors, such as the ability to stick to treatment plans, manage side effects, and afford the medications. Further research will help make these treatments more effective for a wider range of people that need them.","","",""
"Wegovy (semaglutide): a new weight loss drug for chronic weight management.","https://scispace.com/paper/34706925","2022","Journal Article","Journal of investigative medicine : the official publication of the American Federation for Clinical Research","Singh
Krauthamer
Bjalme-Evans","10.1136/jim-2021-001952","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8717485/pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reviews semaglutide's weight‑loss effects across SUSTAIN, PIONEER, and STEP trials, but does not provide explicit percentage body‑weight reduction data.","Obesity is a growing epidemic within the USA. Because weight gain is associated with an increased risk of developing life-threatening comorbidities, such as hypertension or type 2 diabetes, there is great interest in developing non-invasive pharmacotherapeutics to help combat obesity. Glucagon-like peptide-1 (GLP-1) receptor agonists are a class of antidiabetic medications that have shown promise in encouraging glycemic control and promoting weight loss in patients with or without type 2 diabetes. This literature review summarizes and discusses the weight loss results from the SUSTAIN (Semaglutide Unabated Sustainability in Treatment of Type 2 Diabetes), PIONEER (Peptide Innovation for Early Diabetes Treatment), and STEP (Semaglutide Treatment Effect in People with Obesity) clinical trial programs. The SUSTAIN and PIONEER clinical trials studied the use of 1.0 mg, once-weekly, subcutaneous and oral semaglutide (a new GLP-1 homolog), respectively, on participants with type 2 diabetes. The STEP trial examined the effects of 2.4 mg, once-weekly, subcutaneous semaglutide on patients with obesity. Trial data and other pertinent articles were obtained via database search through the US National Library of Medicine Clinical Trials and the National Center for Biotechnology Information. All three clinical trials demonstrated that semaglutide (injected or oral) has superior efficacy compared with placebo and other antidiabetic medications in weight reduction, which led to Food and Drug Administration approval of Wegovy (semaglutide) for weight loss.","","",""
"Efficacy and safety of semaglutide on weight loss in obese or overweight patients without diabetes: a systematic review and meta-analysis of randomized controlled …","https://scispace.com/paper/bHWAeYAK6BIJ","","","","X Gao
X Hua
X Wang
W Xu
Y Zhang","","https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.935823/pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Analyzes semaglutide’s effect on weight loss via meta‑analysis of randomized controlled trials; does not explicitly report percentage body‑weight reduction.","","","",""
"Semaglutide in obesity and type 2 diabetes: A review of clinical trial evidence from 1 to 5 semaglutide treatment effect in people with obesity program","https://scispace.com/paper/ZEO8ppXMTkkJ","","","","A Khanna
V Kumar
S Gola","","","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reviews semaglutide clinical trials showing body weight reduction; discusses weight loss outcomes but does not provide specific percent body weight reduction data.","","","",""
"Once-Weekly Semaglutide in Adults with Overweight or Obesity.","https://scispace.com/paper/once-weekly-semaglutide-in-adults-with-overweight-or-obesity-2nesukbx0f","2021","Journal Article","The New England Journal of Medicine","Eugen Javor
Marko Lucijanic
Marko Skelin","10.1056/NEJMC2106918","https://scispace.com/pdf/once-weekly-semaglutide-in-adults-with-overweight-or-obesity-2nesukbx0f.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Evaluates semaglutide’s weight‑loss effects in a 68‑week clinical trial for overweight/obese adults, but does not report specific percent body‑weight reduction.","","","",""
"The Impact Once-Weekly Semaglutide 2.4 mg Will Have on Clinical Practice: A Focus on the STEP Trials","https://scispace.com/paper/the-impact-once-weekly-semaglutide-2-4-mg-will-have-on-1by02njr","2022","Journal Article","Nutrients","Khaled A Alabduljabbar
Werd Al-Najim
Carel W. le Roux","10.3390/nu14112217","https://scispace.com/pdf/the-impact-once-weekly-semaglutide-2-4-mg-will-have-on-1by02njr.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reviews phase‑III STEP trials of once‑weekly 2.4 mg semaglutide, showing consistent weight‑loss outcomes across behavioral programs; does not provide explicit percentage weight‑loss figures.","Obesity is a complex and chronic disease that raises the risk of various complications. Substantial reduction in body weight improves these risk factors. Lifestyle changes, including physical activity, reduced caloric ingestion, and behavioral therapy, have been the principal pillars in the management of obesity. In recent years, pharmacologic interventions have improved remarkably. The Semaglutide Treatment Effect in People with Obesity (STEP) program is a collection of phase-III trials geared toward exploring the utility of once-weekly 2.4 mg semaglutide administered subcutaneously as a pharmacologic agent for patients with obesity. All the STEP studies included diet and exercise interventions but at different intensities. This review paper aims to explore the impact of the behavioral programs on the effect of semaglutide 2.4 mg on weight loss. The results of the STEP trials supported the efficacy of high-dose, once-weekly 2.4 mg semaglutide on body weight reduction among patients with obesity with/without diabetes mellitus. Semaglutide was associated with more gastrointestinal-related side effects compared to placebo but was generally safe and well tolerated. In all the STEP studies, despite the varying intestines of the behavioral programs, weight loss was very similar. For the first time, there may be a suggestion that these behavioral programs might not increase weight reduction beyond the effect of semaglutide. Nevertheless, the importance of nutritional support during substantial weight loss with pharmacotherapy needs to be re-evaluated.","","",""
"Semaglutide versus placebo in individuals with poor weight loss after bariatric surgery: a double-blinded, randomized, placebo-controlled trial","https://scispace.com/paper/lvqnMBrvm-IJ","","","","C Stanley
R Mallik
N Hamid
FC Jassil
V Reuven","","https://www.nature.com/articles/s41591-026-04416-4.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Tests semaglutide vs placebo in post‑bariatric patients with poor weight loss, showing greater weight loss; does not report percent body‑weight reduction.","","","",""
"The Discovery and Development of Liraglutide and Semaglutide","https://scispace.com/paper/the-discovery-and-development-of-liraglutide-and-semaglutide-4ez3cjffh5","2019","Journal Article","Frontiers in Endocrinology","Lotte Bjerre Knudsen
Jesper Lau","10.3389/FENDO.2019.00155","https://scispace.com/pdf/the-discovery-and-development-of-liraglutide-and-semaglutide-4ez3cjffh5.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses semaglutide’s development and weight‑loss effects, citing clinical trial outcomes; includes percentage weight loss data for liraglutide but not explicit semaglutide percentages.","The discovery of glucagon-like peptide-1 (GLP-1), an incretin hormone with important effects on glycemic control and body weight regulation, led to efforts to extend its half-life and make it therapeutically effective in people with type 2 diabetes (T2D). The development of short- and then long-acting GLP-1 receptor agonists (GLP-1RAs) followed. Our article charts the discovery and development of the long-acting GLP-1 analogs liraglutide and, subsequently, semaglutide. We examine the chemistry employed in designing liraglutide and semaglutide, the human and non-human studies used to investigate their cellular targets and pharmacological effects, and ongoing investigations into new applications and formulations of these drugs. Reversible binding to albumin was used for the systemic protraction of liraglutide and semaglutide, with optimal fatty acid and linker combinations identified to maximize albumin binding while maintaining GLP-1 receptor (GLP-1R) potency. GLP-1RAs mediate their effects via this receptor, which is expressed in the pancreas, gastrointestinal tract, heart, lungs, kidneys, and brain. GLP-1Rs in the pancreas and brain have been shown to account for the respective improvements in glycemic control and body weight that are evident with liraglutide and semaglutide. Both liraglutide and semaglutide also positively affect cardiovascular (CV) outcomes in individuals with T2D, although the precise mechanism is still being explored. Significant weight loss, through an effect to reduce energy intake, led to the approval of liraglutide (3.0 mg) for the treatment of obesity, an indication currently under investigation with semaglutide. Other ongoing investigations with semaglutide include the treatment of non-alcoholic fatty liver disease (NASH) and its use in an oral formulation for the treatment of T2D. In summary, rational design has led to the development of two long-acting GLP-1 analogs, liraglutide and semaglutide, that have made a vast contribution to the management of T2D in terms of improvements in glycemic control, body weight, blood pressure, lipids, beta-cell function, and CV outcomes. Furthermore, the development of an oral formulation for semaglutide may provide individuals with additional benefits in relation to treatment adherence. In addition to T2D, liraglutide is used in the treatment of obesity, while semaglutide is currently under investigation for use in obesity and NASH.","","",""
"Semaglutide 2.4 mg clinical outcomes in patients with obesity or overweight in a real‐world setting: A 6‐month retrospective study in the United States (SCOPE)","https://scispace.com/paper/semaglutide-2-4-mg-clinical-outcomes-in-patients-with-ooc76asxdy","2024","Journal Article","Obesity science & practice","Aleksandrina Ruseva
Wojciech Michalak
Zhenxiang Zhao
Anthony Fabricatore
Bríain ó Hartaigh
Devika Umashanker","10.1002/osp4.737","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reports semaglutide use achieving average 10% weight loss, with 79% of patients losing ≥5% body weight in a 6‑month real‑world study.","Abstract Background Management guidelines for obesity suggest maintaining a minimum of 5% body weight reduction to help prevent or lower the risk of developing conditions such as hypertension and type 2 diabetes. However, achieving long‐term weight control is difficult with lifestyle modification alone, making it essential to combine pharmacotherapy with diet and exercise in individual cases. Semaglutide 2.4 mg has demonstrated significant reductions in body weight and cardiometabolic risk factors in clinical trials, but information on outcomes in a real‐world setting is limited. Objective To assess changes in body weight and other clinical outcomes at 6‐month follow‐up among adults on semaglutide 2.4 mg in a real‐world setting in the United States (US). Methods Observational and retrospective cohort study of patients initiating treatment between 15 June 2021, and 31 March 2022, using a large US claims‐linked electronic health record database. Results Mean (±SD) body mass index (BMI) of the 343 patients included in the analysis was 37.9 ± 5.5 kg/m2. After 6 months, mean body weight change was −10.5 ± 6.8 kg (95% CI: −11.2; −9.8, p < 0.001) and mean percentage body weight change was −10.0% ± 6.6% (95% CI: −10.7; −9.3, p < 0.001). Most (79.0%) patients had ≥5% body weight reduction, 48.1% had ≥10% body weight reduction, and 19.0% had ≥15% body weight reduction. Among patients with available data, the mean change in HbA1c (n = 30) was −0.6% ± 1.2% (95% CI: −1.0; −0.1, p = 0.016) and nearly two‐thirds of patients with prediabetes or diabetes at baseline reverted to normoglycemia. Mean reductions of −4.4 ± 12.3 mmHg (95% CI: −5.7; −3.0, p < 0.001) and −1.7 ± 8.4 mmHg (95% CI: −2.6; −0.7, p < 0.001) were observed in systolic and diastolic blood pressure, respectively (n = 307). Statistically significant reductions in mean total cholesterol (−12.2 ± 38.8 mg/dl [95% CI: −24.3 to −0.06, p < 0.049]) and triglycerides (−18.3 ± 43.6 mg/dl [95% CI: −4.7; −31.9, p < 0.009]) were also observed (n = 42). Conclusions This study demonstrated the effectiveness of semaglutide 2.4 mg in reducing body weight and improving cardiometabolic parameters in adults with overweight or obesity in a real‐world clinical practice setting, showing a significant mean body weight reduction and improvements in biomarkers like blood pressure and HbA1c over a 6‐month period. These findings, aligning with previous clinical trials at comparable time points, highlight the clinical relevance of semaglutide as an effective therapeutic option for obesity.","","",""
"Clinical effectiveness of semaglutide on weight loss, body composition, and muscle strength in Chinese adults.","https://scispace.com/paper/clinical-effectiveness-of-semaglutide-on-weight-loss-body-3vs7dqorh3","2023","Journal Article","European Review for Medical and Pharmacological Sciences","J. Xiang
X.-Y. Ding
W Zhang
J. Zhang
Y.-S. Zhang
Z-M Li
N. Xia
Y.-Z. Liang","10.26355/eurrev_202310_34169","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reports semaglutide-induced 11.2% average body weight loss and body composition changes; provides percentage reduction data but is a retrospective study, not a clinical trial.","The aim of this study was to investigate the clinical effectiveness of semaglutide on weight loss, body composition and muscle strength in the Chinese population with obesity.Data were retrospectively analyzed for participants prescribed semaglutide in 2021 and 2022 from a Chinese weight management clinic. Changes in weight, body composition, biochemical indicators, calf circumference and handgrip strength were collected. Body fat and skeletal muscle were also measured using the bioelectrical impedance analysis. Paired t-test was used to compare the values after 6 months of treatment with the baseline values.A total of 53 obese patients received 24 weeks of lifestyle intervention plus semaglutide treatment. 10 patients who failed to adhere to the follow-up were excluded, and 43 patients were studied. The average baseline body mass index (BMI) was 33.0 kg/m2, and the average body weight was 90.0 kg. After 6 months of treatment, the patient's weight was significantly reduced by 9.9 ± 3.9 kg (p < 0.001), and the weight loss percentage was 11.2 ± 4.5% (p< 0.001). The proportion of patients with weight loss ≥ 5% and ≥ 10% was 93% and 54%, respectively. Fasting blood glucose, fasting insulin, Homeostasis Model Assessment of Insulin Resistance (HOMA-IR) index, blood uric acid and blood lipid levels also decreased after treatment. Body composition analysis showed that the loss of skeletal muscle mass was 1.4 ± 1.3 kg (p < 0.001), which was significantly less than the loss of fat mass of 5.6 ± 3.7 kg (p < 0.001). By percentage, the fat mass loss was 15.6 ± 10.1%, and the muscle mass loss was 4.8 ± 4.4% (p < 0.001). The visceral fat area was significantly reduced by 24.4 ± 17.7 cm (p < 0.001). There was no significant change in skeletal muscle index (8.1 ± 1.0 kg/m2 at baseline and 7.9 ± 1.0 kg/m2 at 24 weeks). The calf circumference (42.6 ± 3.6 cm at baseline, 41.2 ± 3.8 cm at 24 weeks) and grip strength (33.3 ± 9.5 kg at baseline, 32.3 ± 9.0 kg at 24 weeks) did not decrease significantly. The main adverse reactions were mild gastrointestinal dysfunction (nausea, diarrhea and vomiting), without ketoacidosis.In a real-world setting, semaglutide can reduce the weight and fat of obese patients while effectively maintaining muscle mass and muscle strength. ","","",""
"Real‐World Evidence on Weight Loss and Safety With Semaglutide in Obesity Telehealth: A Large Retrospective Cohort Study","https://scispace.com/paper/real-world-evidence-on-weight-loss-and-safety-with-gtwb1crltevp","2025","Journal Article","Obesity","Beverly Tchang
Lauren Broffman
Raoul Manalac
Sam Chai
Nicholas Samonas
Melynda Barnes
David B Allison","10.1002/oby.70120","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses semaglutide via telehealth to achieve a mean 16.6% body weight reduction; does not present or analyze clinical trial data.","OBJECTIVE
This study aimed to assess weight and safety outcomes in a large national cohort of patients with overweight and obesity treated with GLP-1 medications via telehealth.


METHODS
Data were obtained from deidentified EHRs for a random sample of 4500 patients who initiated semaglutide treatment via telehealth for overweight and obesity between December 1, 2022, and June 1, 2023. Outcomes and predictors of outcomes were analyzed for patients who reported a follow-up weight within ±14 days of week 68.


RESULTS
Of 655 patients (n = 445 female, n = 210 male), mean body weight reduction was -16.6% (SD 7.5%, 95% CI: -17.1% to -16.0%). Female sex was the only factor consistently associated with categorical weight loss, with significantly higher odds at ≥ 5% (OR 4.26, p < 0.001), ≥ 10% (OR 5.90, p < 0.001), and ≥ 20% (OR 2.51, p < 0.001). The most common adverse events were nausea/vomiting (37.3%) and constipation (15.6%); no new safety signals were observed.


CONCLUSIONS
Findings suggest semaglutide treatment via telehealth can achieve trial-level weight loss with similar safety profiles, supporting telehealth as an evidence-based approach to medical weight management.","","",""
"One-Year Outcomes of Compounded Semaglutide Therapy in a High-Touch Telehealth Platform: A Retrospective Cohort Study","https://scispace.com/paper/one-year-outcomes-of-compounded-semaglutide-therapy-in-a-h9hh9vn8yzjv","2025","Journal Article","Journal of Clinical Medical Research","Melissa Rubio","10.46889/jcmr.2025.6310","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reports ~20% body weight loss with compounded semaglutide in a high‑touch telehealth cohort, but study is retrospective, not a clinical trial.","This retrospective cohort study evaluated weight loss outcomes among patients receiving compounded semaglutide injections within a high-touch, telehealth-based care model. Over one year of treatment, patients experienced early and progressive reductions in body weight and Body Mass Index (BMI), with mean weight loss approaching 20% of baseline body weight at 50 weeks on weekly doses of up to 1 mg. These results mirror or exceed those reported in randomized controlled trials of semaglutide at higher doses (up to 2.4 mg per week), underscoring the real-world effectiveness of Glucagon-Like Peptide-1 (GLP-1) receptor agonist therapy when delivered in structured virtual care programs. The findings highlight both the therapeutic potential of compounded semaglutide and the value of digitally enabled high-engagement care models for obesity management. By facilitating frequent provider interaction, accountability and patient support, this model may help overcome traditional barriers to obesity care while achieving clinically meaningful outcomes with the potential to reduce obesity-related comorbidities and overall disease burden. ","","",""
"Real-world effectiveness of oral semaglutide on body weight, composition, and metabolic parameters in patients with obesity without diabetes","https://scispace.com/paper/od1nerT_vkIJ","","","","J Nicolau
K Dotres
J Blanco-Anesto","","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reports a 15.1% body weight reduction using oral semaglutide in obese patients, but based on real‑world data rather than a clinical trial.","","","",""
"One-year weight reduction with semaglutide or liraglutide in clinical practice","https://scispace.com/paper/one-year-weight-reduction-with-semaglutide-or-liraglutide-in-3oaz0go2gr1h","2024","Journal Article","JAMA network open","Hamlet Gasoyan
Elizabeth R Pfoh
Rebecca Schulte
Phuc Le
W. S. Butsch
Michael B. Rothberg","10.1001/jamanetworkopen.2024.33326","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reports 15.8% weight loss with semaglutide versus 6.4% with liraglutide in a one‑year real‑world cohort; does not involve clinical trial data.","This cohort study examines weight outcomes at 1 year in patients with obesity who received injectable forms of liraglutide or semaglutide compared by agent, indication, dosage, and persistent coverage with the medication.","","",""
"Weight loss and body composition after compounded semaglutide treatment in a real world setting","https://scispace.com/paper/weight-loss-and-body-composition-after-compounded-3a5oeqb0kau1","2025","Journal Article","Diabetes, Obesity and Metabolism","Elizabeth Chun
Alexandra Siojo
David Rincón
Kirsten Reyna
Henry Legere
Richard I. Joseph
Rachele Pojednic","10.1111/dom.16162","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reports 4.57% body weight loss and fat loss after 3 months of compounded semaglutide in a real‑world cohort, but is a retrospective study not a clinical trial.","Abstract Introduction Clinical trials have shown efficacy of semaglutide for weight loss, but further study is needed in less controlled environments including impacts on body composition. Materials and Methods This retrospective study included individuals who participated in a weight management programme at a commercial wellness studio receiving once‐weekly compounded semaglutide/cyanocobalamin injections from June 2023 to January 2024. Once‐weekly semaglutide/cyanocobalamin injected subcutaneously starting at 0.25 mg/0.125 mg and titrated to a maximum dose of 2.4 mg/0.24 mg. The primary endpoint was weight loss at 3 months, with secondary analyses including weight loss percentage, weight loss by body mass index (BMI) class and body composition changes including changes in total fat mass, lean body mass, skeletal muscle mass and trunk adiposity. Results A total of 94 individuals were analysed (81F/13M), age in years mean (SD) = 46.57 (10.60). After 3 months, average weight loss was 4.11 (2.77) kg or 4.57% (2.96%). Individuals lost fat mass (2.67 (2.37) kg) and trunk fat mass (1.10 (1.36) kg), while also losing small amounts of lean mass (1.43 (1.41) kg) and skeletal muscle mass (0.88 (0.81) kg). As a proportion of total weight, fat mass decreased while lean muscle mass and skeletal muscle mass increased. Discussion This study demonstrates that meaningful weight loss is achievable on semaglutide/cyanocobalamin outside of a closely controlled environment. In addition, body composition improved with losses in fat mass and gains in overall proportion of lean muscle and skeletal muscle. ","","",""
"Real-World Weight Loss Among Patients Initiating Semaglutide 2.4 mg and Enrolled in WeGoTogether, a Digital Self-Support Application.","https://scispace.com/paper/real-world-weight-loss-among-patients-initiating-semaglutide-5lyet56ir3x1","2025","Journal Article","Advances in Therapy","Joshua C. Toliver
Victoria Divino
Carmen D Ng
Julia Wang","10.1007/s12325-025-03325-1","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Reports semaglutide‑treated patients losing up to ~20% body weight over 24 months, providing explicit percent weight‑loss data; study is observational, not a clinical trial.","Introduction Semaglutide injection 2.4 mg (Wegovy®; hereafter referred to as semaglutide) was approved by the US Food and Drug Administration in June 2021 for chronic weight management in adults with overweight or obesity. This study aimed to evaluate the real-world long-term effectiveness of semaglutide in combination with the WeGoTogether patient support program with a follow-up period of up to 24 months. Methods This retrospective, noninterventional cohort study included adults with overweight or obesity (body mass index [BMI] ≥ 25.0 kg/m2) who initiated semaglutide and enrolled in WeGoTogether during the study period (6/2021–4/2025). Semaglutide is administered as a once-weekly subcutaneous injection. Patients had ≥ 2 post-index weights, with ≥ 1 weight at 6, 12, 18, and/or 24 months (± 30 days) of follow-up. Self-reported, de-identified data from WeGoTogether were analyzed descriptively. Patient demographics were characterized, and changes in weight and BMI were compared from index to each follow-up time point. Results Overall, 8177 patients met the eligibility criteria, including 7604 (93.0%) patients with a BMI ≥ 30.0 kg/m2. At baseline, the mean age was 49.5 years, mean weight was 234.1 lb, and mean BMI was 38.4 kg/m2; 83.6% of patients were female. Among patients with reported weight at the time points of interest, the mean (standard deviation) percent weight loss was − 13.4% (6.4) at 6 months (n = 6964), − 17.6% (10.2) at 12 months (n = 2050), − 20.3% (11.4) at 18 months (n = 491), and − 20.4% (11.3) at 24 months (n = 325). The proportions of patients achieving ≥ 20% weight loss were 13.1%, 43.3%, 52.5%, and 50.5% at 6, 12, 18, and 24 months, respectively. Similar results were observed for the subgroup with BMI ≥ 30.0 kg/m2. Conclusion The study demonstrated substantial weight loss with semaglutide treatment, including over long-term 18- and 24-month follow-up periods, as reported in the WeGoTogether program. These data suggest patients can achieve clinically meaningful long-term (24 months) weight loss in real-world settings when treated with semaglutide and participating in the WeGoTogether patient support program. Supplementary Information The online version contains supplementary material available at 10.1007/s12325-025-03325-1.","","",""
"Future perspectives in diabesity treatment: Semaglutide, a glucagon-like peptide 1 receptor agonist (Review).","https://scispace.com/paper/future-perspectives-in-diabesity-treatment-semaglutide-a-46yj4gjuo8","2021","Journal Article","Experimental and Therapeutic Medicine","Mariana Cornelia Tilinca
Robert Aurelian Tiuca
Cristina Niculas
Andreea Varga
Ioan Tilea","10.3892/ETM.2021.10601","https://scispace.com/pdf/future-perspectives-in-diabesity-treatment-semaglutide-a-46yj4gjuo8.pdf","- **Relevance Score:** 68/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Discusses semaglutide and its weight‑loss potential, citing SUSTAIN trials, but lacks explicit percent weight‑loss data.","Given their endemic prevalence in the past decades, obesity and type 2 diabetes mellitus (T2DM) have become a major sanitary burden with an important economic impact. Novel treatment options have been designed with the aim of reducing the numerous complications associated with these metabolic disorders, as well as reducing morbidity and mortality and improving the quality of life of those who suffer from these disorders. Glucagon-like peptide 1 receptor agonists (GLP-1 RAs) are among the most modern therapeutics that target 'diabesity', a term used to describe the pathophysiological link between obesity and T2DM. Their glucose-lowering effects are mainly attributed to glucose-dependent insulin secretion, glucagon inhibition and decreased gastric emptying. Given the effects on the central nervous system, GLP-1 RA usage may lead to body weight reduction. GLP-1 RAs are classified based on their pharmacokinetic properties as short- and long-acting agents, with both types being administered by subcutaneous injection. The latest agent from this drug class approved for use in T2DM is semaglutide, a long-acting compound that is the only GLP-1 RA available as an oral pill. The present narrative review highlights the most recently published data on the effects and safety of semaglutide in diabetic obesity, also emphasizing its cardiovascular benefits and potential side effects. In addition, an overview of the role of semaglutide in the treatment of non-diabetic obesity is provided.","","",""
